UF;Município;Quantitativo;Porcentagem (%);qt_nome_social;qt_deficientes;Data de carga
PI;BREJO DO PIAUÍ;565;0,0018;0;5;2024-09-16 15:01:10
PI;BURITI DOS LOPES;1862;0,006;0;13;2024-09-16 15:01:10
PI;BURITI DOS MONTES;663;0,0021;0;5;2024-09-16 15:01:10
PI;CABECEIRAS DO PIAUÍ;916;0,0029;0;3;2024-09-16 15:01:10
PI;CAJAZEIRAS DO PIAUÍ;666;0,0021;0;0;2024-09-16 15:01:10
PI;CAJUEIRO DA PRAIA;849;0,0027;0;2;2024-09-16 15:01:10
PI;CALDEIRÃO GRANDE DO PIAUÍ;688;0,0022;0;1;2024-09-16 15:01:10
PI;CAMPINAS DO PIAUÍ;866;0,0028;0;0;2024-09-16 15:01:10
PI;CAMPO ALEGRE DO FIDALGO;1115;0,0036;0;5;2024-09-16 15:01:10
PI;CAMPO GRANDE DO PIAUÍ;680;0,0022;0;0;2024-09-16 15:01:10
PI;CAMPO LARGO DO PIAUÍ;931;0,003;0;1;2024-09-16 15:01:10
PI;CAMPO MAIOR;4183;0,0135;0;9;2024-09-16 15:01:10
PI;CANAVIEIRA;787;0,0025;0;0;2024-09-16 15:01:10
PI;CANTO DO BURITI;1686;0,0054;0;6;2024-09-16 15:01:10
PI;CAPITÃO DE CAMPOS;1265;0,0041;0;1;2024-09-16 15:01:10
PI;CAPITÃO GERVÁSIO OLIVEIRA;681;0,0022;0;7;2024-09-16 15:01:10
PI;CARACOL;1188;0,0038;0;3;2024-09-16 15:01:10
PI;CARAÚBAS DO PIAUÍ;642;0,0021;0;3;2024-09-16 15:01:10
PI;CARIDADE DO PIAUÍ;497;0,0016;0;0;2024-09-16 15:01:10
PI;CASTELO DO PIAUÍ;1420;0,0046;0;3;2024-09-16 15:01:10
PI;CAXINGÓ;631;0,002;0;3;2024-09-16 15:01:10
PI;COCAL;2274;0,0073;0;3;2024-09-16 15:01:10
PI;COCAL DE TELHA;689;0,0022;0;2;2024-09-16 15:01:10
PI;COCAL DOS ALVES;613;0,002;0;4;2024-09-16 15:01:10
PI;COIVARAS;851;0,0027;0;5;2024-09-16 15:01:10
PI;COLÔNIA DO GURGUÉIA;1173;0,0038;0;10;2024-09-16 15:01:10
PI;COLÔNIA DO PIAUÍ;845;0,0027;0;1;2024-09-16 15:01:10
PI;CONCEIÇÃO DO CANINDÉ;750;0,0024;0;2;2024-09-16 15:01:10
PI;CORONEL JOSÉ DIAS;726;0,0023;0;1;2024-09-16 15:01:10
PI;CORRENTE;1741;0,0056;0;3;2024-09-16 15:01:10
PI;CRISTALÂNDIA DO PIAUÍ;843;0,0027;0;0;2024-09-16 15:01:10
PI;CRISTINO CASTRO;1350;0,0043;0;1;2024-09-16 15:01:10
PI;CURIMATÁ;1510;0,0049;0;5;2024-09-16 15:01:10
PI;CURRAIS;1307;0,0042;0;0;2024-09-16 15:01:10
PI;CURRAL NOVO DO PIAUÍ;491;0,0016;0;1;2024-09-16 15:01:10
PI;CURRALINHOS;856;0,0028;0;23;2024-09-16 15:01:10
PI;DEMERVAL LOBÃO;2053;0,0066;0;44;2024-09-16 15:01:10
PI;DIRCEU ARCOVERDE;808;0,0026;0;0;2024-09-16 15:01:10
PI;DOM EXPEDITO LOPES;1123;0,0036;0;1;2024-09-16 15:01:10
PI;DOM INOCÊNCIO;814;0,0026;0;1;2024-09-16 15:01:10
PI;DOMINGOS MOURÃO;520;0,0017;0;1;2024-09-16 15:01:10
PI;ELESBÃO VELOSO;1415;0,0046;0;9;2024-09-16 15:01:10
PI;ELISEU MARTINS;821;0,0026;0;2;2024-09-16 15:01:10
PI;ESPERANTINA;3115;0,01;0;47;2024-09-16 15:01:10
PI;FARTURA DO PIAUÍ;762;0,0025;0;0;2024-09-16 15:01:10
PI;FLORES DO PIAUÍ;852;0,0027;0;2;2024-09-16 15:01:10
PI;FLORESTA DO PIAUÍ;595;0,0019;0;0;2024-09-16 15:01:10
PI;FLORIANO;6896;0,0222;0;38;2024-09-16 15:01:10
PI;FRANCINÓPOLIS;574;0,0018;0;1;2024-09-16 15:01:10
PI;FRANCISCO AYRES;711;0,0023;0;0;2024-09-16 15:01:10
PI;FRANCISCO MACEDO;507;0,0016;0;3;2024-09-16 15:01:10
PI;FRANCISCO SANTOS;928;0,003;0;11;2024-09-16 15:01:10
PI;FRONTEIRAS;1732;0,0056;0;4;2024-09-16 15:01:10
PI;GEMINIANO;1252;0,004;0;3;2024-09-16 15:01:10
PI;GILBUÉS;1181;0,0038;0;7;2024-09-16 15:01:10
PI;GUADALUPE;1639;0,0053;0;6;2024-09-16 15:01:10
PI;GUARIBAS;617;0,002;0;1;2024-09-16 15:01:10
PI;HUGO NAPOLEÃO;900;0,0029;0;9;2024-09-16 15:01:10
PI;ILHA GRANDE;1531;0,0049;0;1;2024-09-16 15:01:10
PI;INHUMA;1383;0,0045;0;13;2024-09-16 15:01:10
PI;IPIRANGA DO PIAUÍ;1288;0,0041;0;3;2024-09-16 15:01:10
PI;ISAÍAS COELHO;742;0,0024;0;2;2024-09-16 15:01:10
PI;ITAINÓPOLIS;1329;0,0043;0;1;2024-09-16 15:01:10
PI;ITAUEIRA;1922;0,0062;0;0;2024-09-16 15:01:10
PI;JACOBINA DO PIAUÍ;886;0,0029;0;2;2024-09-16 15:01:10
PI;JAICÓS;1554;0,005;0;1;2024-09-16 15:01:10
PI;JARDIM DO MULATO;771;0,0025;0;4;2024-09-16 15:01:10
PI;JATOBÁ DO PIAUÍ;784;0,0025;0;3;2024-09-16 15:01:10
PI;JERUMENHA;1029;0,0033;0;2;2024-09-16 15:01:10
PI;JOAQUIM PIRES;1102;0,0035;0;1;2024-09-16 15:01:10
PI;JOCA MARQUES;849;0,0027;0;3;2024-09-16 15:01:10
PI;JOSÉ DE FREITAS;3288;0,0106;0;18;2024-09-16 15:01:10
PI;JOÃO COSTA;802;0,0026;0;11;2024-09-16 15:01:10
PI;JUAZEIRO DO PIAUÍ;711;0,0023;0;0;2024-09-16 15:01:10
PI;JUREMA;659;0,0021;0;1;2024-09-16 15:01:10
PI;JÚLIO BORGES;1013;0,0033;0;1;2024-09-16 15:01:10
PI;LAGOA ALEGRE;1169;0,0038;0;4;2024-09-16 15:01:10
PI;LAGOA DE SÃO FRANCISCO;702;0,0023;0;1;2024-09-16 15:01:10
PI;LAGOA DO BARRO DO PIAUÍ;956;0,0031;0;1;2024-09-16 15:01:10
PI;LAGOA DO PIAUÍ;1087;0,0035;0;15;2024-09-16 15:01:10
PI;LAGOA DO SÍTIO;1334;0,0043;0;13;2024-09-16 15:01:10
PI;LAGOINHA DO PIAUÍ;661;0,0021;0;3;2024-09-16 15:01:10
PI;LANDRI SALES;746;0,0024;0;1;2024-09-16 15:01:10
PI;LUIS CORREIA;2120;0,0068;0;11;2024-09-16 15:01:10
PI;LUZILÂNDIA;2287;0,0074;0;5;2024-09-16 15:01:10
PI;MADEIRO;1067;0,0034;0;3;2024-09-16 15:01:10
PI;MANOEL EMÍDIO;1189;0,0038;0;1;2024-09-16 15:01:10
PI;MARCOLÂNDIA;899;0,0029;0;2;2024-09-16 15:01:10
PI;MARCOS PARENTE;843;0,0027;0;2;2024-09-16 15:01:10
PI;MASSAPÊ DO PIAUÍ;937;0,003;0;0;2024-09-16 15:01:10
PI;MATIAS OLÍMPIO;1160;0,0037;0;8;2024-09-16 15:01:10
PI;MIGUEL ALVES;2212;0,0071;0;18;2024-09-16 15:01:10
PI;MIGUEL LEÃO;478;0,0015;0;7;2024-09-16 15:01:10
PI;MILTON BRANDÃO;482;0,0016;0;0;2024-09-16 15:01:10
PI;MONSENHOR GIL;1420;0,0046;0;42;2024-09-16 15:01:10
PI;MONSENHOR HIPÓLITO;1138;0,0037;0;1;2024-09-16 15:01:10
PI;MONTE ALEGRE DO PIAUÍ;1111;0,0036;0;3;2024-09-16 15:01:10
PI;MORRO CABEÇA NO TEMPO;1019;0,0033;0;9;2024-09-16 15:01:10
PI;MORRO DO CHAPÉU DO PIAUÍ;571;0,0018;0;11;2024-09-16 15:01:10
PI;MURICI DOS PORTELAS;674;0,0022;0;0;2024-09-16 15:01:10
PI;NAZARÉ DO PIAUÍ;1196;0,0039;0;2;2024-09-16 15:01:10
PI;NAZÁRIA;2101;0,0068;0;3;2024-09-16 15:01:10
PI;NOSSA SENHORA DE NAZARÉ;967;0,0031;0;3;2024-09-16 15:01:10
PI;NOSSA SENHORA DOS REMÉDIOS;1120;0,0036;0;8;2024-09-16 15:01:10
PI;NOVA SANTA RITA;707;0,0023;0;1;2024-09-16 15:01:10
PI;NOVO ORIENTE DO PIAUÍ;838;0,0027;0;9;2024-09-16 15:01:10
PI;NOVO SANTO ANTÔNIO;736;0,0024;0;6;2024-09-16 15:01:10
PI;OEIRAS;3044;0,0098;0;13;2024-09-16 15:01:10
PI;OLHO D'ÁGUA DO PIAUÍ;415;0,0013;0;2;2024-09-16 15:01:10
PI;PADRE MARCOS;1286;0,0041;0;0;2024-09-16 15:01:10
PI;PAES LANDIM;932;0,003;0;0;2024-09-16 15:01:10
PI;PAJEÚ DO PIAUÍ;606;0,002;0;2;2024-09-16 15:01:10
PI;PALMEIRA DO PIAUÍ;884;0,0028;0;1;2024-09-16 15:01:10
PI;PALMEIRAIS;1447;0,0047;0;2;2024-09-16 15:01:10
PI;PAQUETÁ;642;0,0021;0;20;2024-09-16 15:01:10
PI;PARNAGUÁ;1022;0,0033;0;9;2024-09-16 15:01:10
PI;PARNAÍBA;8428;0,0271;0;30;2024-09-16 15:01:10
PI;PASSAGEM FRANCA DO PIAUÍ;690;0,0022;0;1;2024-09-16 15:01:10
PI;PATOS DO PIAUÍ;768;0,0025;0;3;2024-09-16 15:01:10
PI;PAU D'ARCO DO PIAUÍ;820;0,0026;0;6;2024-09-16 15:01:10
PI;PAULISTANA;1608;0,0052;0;18;2024-09-16 15:01:10
PI;PAVUSSU;829;0,0027;0;2;2024-09-16 15:01:10
PI;PEDRO II;1909;0,0061;0;1;2024-09-16 15:01:10
PI;PEDRO LAURENTINO;714;0,0023;0;7;2024-09-16 15:01:10
PI;PICOS;4730;0,0152;0;21;2024-09-16 15:01:10
PI;PIMENTEIRAS;1295;0,0042;0;12;2024-09-16 15:01:10
PI;PIO IX;1333;0,0043;0;1;2024-09-16 15:01:10
PI;PIRACURUCA;2443;0,0079;1;7;2024-09-16 15:01:10
PI;PIRIPIRI;3774;0,0122;0;9;2024-09-16 15:01:10
PI;PORTO;1251;0,004;0;7;2024-09-16 15:01:10
PI;PORTO ALEGRE DO PIAUÍ;487;0,0016;0;0;2024-09-16 15:01:10
PI;PRATA DO PIAUÍ;787;0,0025;0;2;2024-09-16 15:01:10
PI;QUEIMADA NOVA;863;0,0028;0;3;2024-09-16 15:01:10
PI;REDENÇÃO DO GURGUÉIA;1140;0,0037;0;0;2024-09-16 15:01:10
PI;REGENERAÇÃO;1704;0,0055;0;20;2024-09-16 15:01:10
PI;RIACHO FRIO;743;0,0024;0;3;2024-09-16 15:01:10
PI;RIBEIRA DO PIAUÍ;1059;0,0034;0;4;2024-09-16 15:01:10
PI;RIBEIRO GONÇALVES;1129;0,0036;0;2;2024-09-16 15:01:10
PI;RIO GRANDE DO PIAUÍ;912;0,0029;0;2;2024-09-16 15:01:10
PI;SANTA CRUZ DO PIAUÍ;1037;0,0033;0;4;2024-09-16 15:01:10
PI;SANTA CRUZ DOS MILAGRES;631;0,002;0;0;2024-09-16 15:01:10
PI;SANTA FILOMENA;1039;0,0033;0;2;2024-09-16 15:01:10
PI;SANTA LUZ;702;0,0023;0;0;2024-09-16 15:01:10
PI;SANTA ROSA DO PIAUÍ;546;0,0018;0;1;2024-09-16 15:01:10
PI;SANTANA DO PIAUÍ;524;0,0017;0;1;2024-09-16 15:01:10
PI;SANTO ANTÔNIO DE LISBOA;843;0,0027;0;2;2024-09-16 15:01:10
PI;SANTO ANTÔNIO DOS MILAGRES;540;0,0017;0;2;2024-09-16 15:01:10
PI;SANTO INÁCIO DO PIAUÍ;573;0,0018;0;0;2024-09-16 15:01:10
PI;SEBASTIÃO BARROS;925;0,003;0;1;2024-09-16 15:01:10
PI;SEBASTIÃO LEAL;585;0,0019;0;1;2024-09-16 15:01:10
PI;SIGEFREDO PACHECO;1193;0,0038;0;1;2024-09-16 15:01:10
PI;SIMPLÍCIO MENDES;1303;0,0042;0;3;2024-09-16 15:01:10
PI;SIMÕES;1003;0,0032;0;4;2024-09-16 15:01:10
PI;SOCORRO DO PIAUÍ;1325;0,0043;0;7;2024-09-16 15:01:10
PI;SUSSUAPARA;723;0,0023;0;0;2024-09-16 15:01:10
PI;SÃO BRAZ DO PIAUÍ;896;0,0029;0;4;2024-09-16 15:01:10
PI;SÃO FRANCISCO DE ASSIS DO PIAUÍ;724;0,0023;0;0;2024-09-16 15:01:10
PI;SÃO FRANCISCO DO PIAUÍ;1068;0,0034;0;0;2024-09-16 15:01:10
PI;SÃO FÉLIX DO PIAUÍ;797;0,0026;0;0;2024-09-16 15:01:10
PI;SÃO GONÇALO DO GURGUÉIA;715;0,0023;0;4;2024-09-16 15:01:10
PI;SÃO GONÇALO DO PIAUÍ;738;0,0024;0;5;2024-09-16 15:01:10
PI;SÃO JOSÉ DO DIVINO;945;0,003;0;2;2024-09-16 15:01:10
PI;SÃO JOSÉ DO PEIXE;647;0,0021;0;1;2024-09-16 15:01:10
PI;SÃO JOSÉ DO PIAUÍ;835;0,0027;0;3;2024-09-16 15:01:10
PI;SÃO JOÃO DA CANABRAVA;833;0,0027;0;3;2024-09-16 15:01:10
PI;SÃO JOÃO DA FRONTEIRA;685;0,0022;0;0;2024-09-16 15:01:10
PI;SÃO JOÃO DA SERRA;847;0,0027;0;18;2024-09-16 15:01:10
PI;SÃO JOÃO DA VARJOTA;629;0,002;0;0;2024-09-16 15:01:10
PI;SÃO JOÃO DO ARRAIAL;931;0,003;0;2;2024-09-16 15:01:10
PI;SÃO JOÃO DO PIAUÍ;2400;0,0077;0;22;2024-09-16 15:01:10
PI;SÃO JULIÃO;1174;0,0038;0;6;2024-09-16 15:01:10
PI;SÃO LOURENÇO DO PIAUÍ;644;0,0021;0;1;2024-09-16 15:01:10
PI;SÃO LUIS DO PIAUÍ;692;0,0022;0;9;2024-09-16 15:01:10
PI;SÃO MIGUEL DA BAIXA GRANDE;547;0,0018;0;0;2024-09-16 15:01:10
PI;SÃO MIGUEL DO FIDALGO;541;0,0017;0;0;2024-09-16 15:01:10
PI;SÃO MIGUEL DO TAPUIO;1195;0,0038;0;2;2024-09-16 15:01:10
PI;SÃO PEDRO DO PIAUÍ;1320;0,0043;0;1;2024-09-16 15:01:10
PI;SÃO RAIMUNDO NONATO;2375;0,0076;0;3;2024-09-16 15:01:10
PI;TAMBORIL DO PIAUÍ;687;0,0022;1;4;2024-09-16 15:01:10
PI;TANQUE DO PIAUÍ;503;0,0016;0;1;2024-09-16 15:01:10
PI;TERESINA;47124;0,1518;4;419;2024-09-16 15:01:10
PI;UNIÃO;2634;0,0085;0;5;2024-09-16 15:01:10
PI;URUÇUÍ;1976;0,0064;0;7;2024-09-16 15:01:10
PI;VALENÇA DO PIAUÍ;2103;0,0068;0;17;2024-09-16 15:01:10
PI;VERA MENDES;675;0,0022;0;0;2024-09-16 15:01:10
PI;VILA NOVA DO PIAUÍ;972;0,0031;0;0;2024-09-16 15:01:10
PI;VÁRZEA BRANCA;772;0,0025;0;4;2024-09-16 15:01:10
PI;VÁRZEA GRANDE;540;0,0017;0;1;2024-09-16 15:01:10
PI;WALL FERRAZ;647;0,0021;0;2;2024-09-16 15:01:10
PI;ÁGUA BRANCA;2101;0,0068;0;8;2024-09-16 15:01:10
PR;ABATIÁ;786;0,0008;0;2;2024-09-16 15:01:10
PR;ADRIANÓPOLIS;1205;0,0012;0;2;2024-09-16 15:01:10
PR;AGUDOS DO SUL;1498;0,0015;0;3;2024-09-16 15:01:10
PR;ALMIRANTE TAMANDARÉ;5813;0,0058;0;16;2024-09-16 15:01:10
PR;ALTAMIRA DO PARANÁ;733;0,0007;0;3;2024-09-16 15:01:10
PR;ALTO PARANÁ;1213;0,0012;0;8;2024-09-16 15:01:10
PR;ALTO PARAÍSO;881;0,0009;0;7;2024-09-16 15:01:10
PR;ALTO PIQUIRI;1151;0,0011;0;9;2024-09-16 15:01:10
PR;ALTÔNIA;1539;0,0015;0;9;2024-09-16 15:01:10
PR;ALVORADA DO SUL;1140;0,0011;0;11;2024-09-16 15:01:10
PR;AMAPORÃ;821;0,0008;0;19;2024-09-16 15:01:10
PR;AMPÉRE;2073;0,0021;0;2;2024-09-16 15:01:10
PR;ANAHY;756;0,0008;0;7;2024-09-16 15:01:10
PR;ANDIRÁ;2287;0,0023;0;7;2024-09-16 15:01:10
PR;ANTONINA;2323;0,0023;0;3;2024-09-16 15:01:10
PR;ANTONIO OLINTO;830;0,0008;0;4;2024-09-16 15:01:10
PR;APUCARANA;8379;0,0083;0;44;2024-09-16 15:01:10
PR;ARAPONGAS;10399;0,0104;0;68;2024-09-16 15:01:10
PR;ARAPOTI;2098;0,0021;0;26;2024-09-16 15:01:10
PR;ARAPUÃ;655;0,0007;0;4;2024-09-16 15:01:10
PR;ARARUNA;1761;0,0018;0;6;2024-09-16 15:01:10
PR;ARAUCÁRIA;11146;0,0111;0;51;2024-09-16 15:01:10
PR;ARIRANHA DO IVAÍ;851;0,0008;0;9;2024-09-16 15:01:10
PR;ASSAÍ;2533;0,0025;0;35;2024-09-16 15:01:10
PR;ASSIS CHATEAUBRIAND;3740;0,0037;0;8;2024-09-16 15:01:10
PR;ASTORGA;1846;0,0018;0;8;2024-09-16 15:01:10
PR;ATALAIA;870;0,0009;0;3;2024-09-16 15:01:10
PR;BALSA NOVA;1933;0,0019;0;17;2024-09-16 15:01:10
PR;BANDEIRANTES;4371;0,0044;0;21;2024-09-16 15:01:10
PR;BARBOSA FERRAZ;1201;0,0012;0;34;2024-09-16 15:01:10
PR;BARRA DO JACARÉ;1026;0,001;0;3;2024-09-16 15:01:10
PR;BARRACÃO;1945;0,0019;0;5;2024-09-16 15:01:10
PR;BELA VISTA DA CAROBA;871;0,0009;0;1;2024-09-16 15:01:10
PR;BELA VISTA DO PARAÍSO;1641;0,0016;0;7;2024-09-16 15:01:10
PR;BITURUNA;2266;0,0023;0;2;2024-09-16 15:01:10
PR;BOA ESPERANÇA;678;0,0007;0;8;2024-09-16 15:01:10
PR;BOA ESPERANÇA DO IGUAÇU;918;0,0009;0;6;2024-09-16 15:01:10
PR;BOA VENTURA DE SÃO ROQUE;1558;0,0016;0;3;2024-09-16 15:01:10
PR;BOA VISTA DA APARECIDA;1506;0,0015;0;11;2024-09-16 15:01:10
PR;BOCAIÚVA DO SUL;1108;0,0011;0;1;2024-09-16 15:01:10
PR;BOM JESUS DO SUL;717;0,0007;0;5;2024-09-16 15:01:10
PR;BOM SUCESSO;1084;0,0011;0;10;2024-09-16 15:01:10
PR;BOM SUCESSO DO SUL;621;0,0006;0;0;2024-09-16 15:01:10
PR;BORRAZÓPOLIS;1572;0,0016;0;5;2024-09-16 15:01:10
PR;BRAGANEY;1043;0,001;0;0;2024-09-16 15:01:10
PR;BRASILÂNDIA DO SUL;597;0,0006;0;5;2024-09-16 15:01:10
PR;CAFEARA;385;0,0004;0;5;2024-09-16 15:01:10
PR;CAFELÂNDIA;2067;0,0021;0;5;2024-09-16 15:01:10
PR;CAFEZAL DO SUL;944;0,0009;0;13;2024-09-16 15:01:10
PR;CALIFÓRNIA;1302;0,0013;0;15;2024-09-16 15:01:10
PR;CAMBARÁ;3106;0,0031;0;40;2024-09-16 15:01:10
PR;CAMBIRA;1397;0,0014;0;2;2024-09-16 15:01:10
PR;CAMBÉ;6598;0,0066;0;53;2024-09-16 15:01:10
PR;CAMPINA DA LAGOA;2472;0,0025;0;14;2024-09-16 15:01:10
PR;CAMPINA DO SIMÃO;686;0,0007;0;0;2024-09-16 15:01:10
PR;CAMPINA GRANDE DO SUL;3299;0,0033;0;8;2024-09-16 15:01:10
PR;CAMPO BONITO;940;0,0009;0;2;2024-09-16 15:01:10
PR;CAMPO DO TENENTE;1245;0,0012;0;5;2024-09-16 15:01:10
PR;CAMPO LARGO;9079;0,009;0;603;2024-09-16 15:01:10
PR;CAMPO MAGRO;2487;0,0025;0;1;2024-09-16 15:01:10
PR;CAMPO MOURÃO;8466;0,0084;0;54;2024-09-16 15:01:10
PR;CANDÓI;1944;0,0019;0;8;2024-09-16 15:01:10
PR;CANTAGALO;1802;0,0018;0;17;2024-09-16 15:01:10
PR;CAPANEMA;3159;0,0031;0;6;2024-09-16 15:01:10
PR;CAPITÃO LEÔNIDAS MARQUES;1927;0,0019;0;5;2024-09-16 15:01:10
PR;CARAMBEÍ;1797;0,0018;0;6;2024-09-16 15:01:10
PR;CARLÓPOLIS;2058;0,0021;0;4;2024-09-16 15:01:10
PR;CASCAVEL;27293;0,0272;0;217;2024-09-16 15:01:10
PR;CASTRO;4417;0,0044;1;22;2024-09-16 15:01:10
PR;CATANDUVAS;1254;0,0012;0;187;2024-09-16 15:01:10
PR;CENTENÁRIO DO SUL;1669;0,0017;0;16;2024-09-16 15:01:10
PR;CERRO AZUL;1555;0,0015;0;3;2024-09-16 15:01:10
PR;CHOPINZINHO;2061;0,0021;0;6;2024-09-16 15:01:10
PR;CIANORTE;5693;0,0057;0;18;2024-09-16 15:01:10
PR;CIDADE GAÚCHA;944;0,0009;0;3;2024-09-16 15:01:10
PR;CLEVELÂNDIA;1814;0,0018;0;11;2024-09-16 15:01:10
PR;COLOMBO;12317;0,0123;0;47;2024-09-16 15:01:10
PR;COLORADO;2641;0,0026;0;15;2024-09-16 15:01:10
PR;CONGONHINHAS;1073;0,0011;0;37;2024-09-16 15:01:10
PR;CONSELHEIRO MAIRINCK;699;0,0007;0;4;2024-09-16 15:01:10
PR;CONTENDA;1263;0,0013;0;6;2024-09-16 15:01:10
PR;CORBÉLIA;1997;0,002;0;7;2024-09-16 15:01:10
PR;CORNÉLIO PROCÓPIO;4854;0,0048;0;170;2024-09-16 15:01:10
PR;CORONEL DOMINGOS SOARES;1053;0,001;0;11;2024-09-16 15:01:10
PR;CORONEL VIVIDA;2105;0,0021;0;7;2024-09-16 15:01:10
PR;CORUMBATAÍ DO SUL;766;0,0008;0;23;2024-09-16 15:01:10
PR;CRUZ MACHADO;1424;0,0014;0;2;2024-09-16 15:01:10
PR;CRUZEIRO DO IGUAÇU;1417;0,0014;0;9;2024-09-16 15:01:10
PR;CRUZEIRO DO OESTE;2526;0,0025;0;7;2024-09-16 15:01:10
PR;CRUZEIRO DO SUL;852;0,0008;0;3;2024-09-16 15:01:10
PR;CRUZMALTINA;668;0,0007;0;6;2024-09-16 15:01:10
PR;CURITIBA;100363;0,1;3;711;2024-09-16 15:01:10
PR;CURIÚVA;1432;0,0014;0;42;2024-09-16 15:01:10
PR;CÂNDIDO DE ABREU;1418;0,0014;0;12;2024-09-16 15:01:10
PR;CÉU AZUL;1439;0,0014;0;3;2024-09-16 15:01:10
PR;DIAMANTE D'OESTE;838;0,0008;0;1;2024-09-16 15:01:10
PR;DIAMANTE DO NORTE;971;0,001;0;0;2024-09-16 15:01:10
PR;DIAMANTE DO SUL;751;0,0007;0;6;2024-09-16 15:01:10
PR;DOIS VIZINHOS;4614;0,0046;0;22;2024-09-16 15:01:10
PR;DOURADINA;1113;0,0011;0;2;2024-09-16 15:01:10
PR;DOUTOR CAMARGO;1053;0,001;0;53;2024-09-16 15:01:10
PR;DOUTOR ULYSSES;707;0,0007;0;2;2024-09-16 15:01:10
PR;ENGENHEIRO BELTRÃO;2227;0,0022;0;13;2024-09-16 15:01:10
PR;ENTRE RIOS DO OESTE;697;0,0007;0;6;2024-09-16 15:01:10
PR;ENÉAS MARQUES;1030;0,001;0;26;2024-09-16 15:01:10
PR;ESPERANÇA NOVA;587;0,0006;0;2;2024-09-16 15:01:10
PR;ESPIGÃO ALTO DO IGUAÇU;1442;0,0014;0;11;2024-09-16 15:01:10
PR;FAROL;679;0,0007;0;1;2024-09-16 15:01:10
PR;FAXINAL;2169;0,0022;0;11;2024-09-16 15:01:10
PR;FAZENDA RIO GRANDE;7576;0,0075;1;36;2024-09-16 15:01:10
PR;FERNANDES PINHEIRO;830;0,0008;0;3;2024-09-16 15:01:10
PR;FIGUEIRA;1117;0,0011;0;18;2024-09-16 15:01:10
PR;FLOR DA SERRA DO SUL;845;0,0008;0;1;2024-09-16 15:01:10
PR;FLORAÍ;928;0,0009;0;2;2024-09-16 15:01:10
PR;FLORESTA;1240;0,0012;0;46;2024-09-16 15:01:10
PR;FLORESTÓPOLIS;2260;0,0023;0;25;2024-09-16 15:01:10
PR;FLÓRIDA;633;0,0006;0;17;2024-09-16 15:01:10
PR;FORMOSA DO OESTE;1104;0,0011;0;6;2024-09-16 15:01:10
PR;FOZ DO IGUAÇU;23528;0,0234;0;684;2024-09-16 15:01:10
PR;FOZ DO JORDÃO;1340;0,0013;0;1;2024-09-16 15:01:10
PR;FRANCISCO ALVES;789;0,0008;0;16;2024-09-16 15:01:10
PR;FRANCISCO BELTRÃO;7188;0,0072;0;243;2024-09-16 15:01:10
PR;FÊNIX;1039;0,001;0;6;2024-09-16 15:01:10
PR;GENERAL CARNEIRO;1354;0,0013;0;3;2024-09-16 15:01:10
PR;GODOY MOREIRA;718;0,0007;0;6;2024-09-16 15:01:10
PR;GOIOERÊ;3232;0,0032;0;22;2024-09-16 15:01:10
PR;GOIOXIM;1009;0,001;0;12;2024-09-16 15:01:10
PR;GRANDES RIOS;882;0,0009;0;3;2024-09-16 15:01:10
PR;GUAIRAÇÁ;812;0,0008;0;0;2024-09-16 15:01:10
PR;GUAMIRANGA;785;0,0008;1;0;2024-09-16 15:01:10
PR;GUAPIRAMA;711;0,0007;0;1;2024-09-16 15:01:10
PR;GUAPOREMA;651;0,0006;0;7;2024-09-16 15:01:10
PR;GUARACI;649;0,0006;0;0;2024-09-16 15:01:10
PR;GUARANIAÇU;1392;0,0014;0;8;2024-09-16 15:01:10
PR;GUARAPUAVA;9619;0,0096;0;9;2024-09-16 15:01:10
PR;GUARAQUEÇABA;1231;0,0012;0;4;2024-09-16 15:01:10
PR;GUARATUBA;5201;0,0052;0;13;2024-09-16 15:01:10
PR;GUAÍRA;2868;0,0029;0;32;2024-09-16 15:01:10
PR;HONÓRIO SERPA;947;0,0009;0;2;2024-09-16 15:01:10
PR;IBAITI;2863;0,0029;0;17;2024-09-16 15:01:10
PR;IBEMA;1274;0,0013;0;171;2024-09-16 15:01:10
PR;IBIPORÃ;3665;0,0037;0;71;2024-09-16 15:01:10
PR;ICARAÍMA;1566;0,0016;0;36;2024-09-16 15:01:10
PR;IGUARAÇU;1076;0,0011;0;6;2024-09-16 15:01:10
PR;IGUATU;555;0,0006;0;1;2024-09-16 15:01:10
PR;IMBAÚ;970;0,001;0;2;2024-09-16 15:01:10
PR;IMBITUVA;2155;0,0021;0;1;2024-09-16 15:01:10
PR;INAJÁ;665;0,0007;0;0;2024-09-16 15:01:10
PR;INDIANÓPOLIS;1027;0,001;0;3;2024-09-16 15:01:10
PR;INÁCIO MARTINS;1014;0,001;0;21;2024-09-16 15:01:10
PR;IPIRANGA;1246;0,0012;0;10;2024-09-16 15:01:10
PR;IPORÃ;2190;0,0022;0;16;2024-09-16 15:01:10
PR;IRACEMA DO OESTE;559;0,0006;0;2;2024-09-16 15:01:10
PR;IRATI;3700;0,0037;0;90;2024-09-16 15:01:10
PR;IRETAMA;1026;0,001;0;8;2024-09-16 15:01:10
PR;ITAGUAJÉ;703;0,0007;0;2;2024-09-16 15:01:10
PR;ITAIPULÂNDIA;2761;0,0028;0;17;2024-09-16 15:01:10
